time_delta,soc_delta,soh,average_altitude,ground_speed,activity,average_power,id,unique_data_identifier,temperature,visibility,wind_speed
0.0,0.0,97,-0.95,0.0,takeoff,0.0,4785,672,46.4,9.0,2
0.04,0.0,97,-4.8,0.0,climb,0.92,4785,673,46.4,9.0,2
1.72,0.0,97,-253.21,0.0,takeoff,0.88,4785,674,46.4,9.0,2
0.0,0.0,97,-0.66,0.0,landing,1.88,4785,675,46.4,9.0,2
1.24,4.0,97,180.27,0.0,takeoff,45.94,4785,676,46.4,9.0,2
1.86,6.0,97,90.03,0.0,climb,27.82,4785,677,46.4,9.0,2
0.22,0.0,97,-4.68,0.0,takeoff,9.27,4785,678,46.4,9.0,2
0.16,0.0,97,-9.26,0.0,climb,11.77,4785,679,46.4,9.0,2
0.24,0.0,97,-11.96,0.0,takeoff,13.74,4785,680,46.4,9.0,2
0.0,0.0,97,-4.07,0.0,climb,6.75,4785,681,46.4,9.0,2
0.02,0.0,97,-2.64,0.0,takeoff,3.92,4785,682,46.4,9.0,2
0.5,1.0,97,-89.61,0.0,climb,0.01,4785,683,46.4,9.0,2
0.94,0.0,97,-144.1,0.0,takeoff,0.01,4785,684,46.4,9.0,2
0.1,0.0,97,-7.33,0.0,landing,0.0,4785,685,46.4,9.0,2
6.84,1.0,97,1.12,0.0,takeoff,3.08,4785,686,48.2,7.0,4
15.74,4.0,96,92.19,0.0,takeoff,14.6,4780,687,57.2,8.0,3
0.04,0.0,96,10.76,0.0,climb,48.62,4780,688,57.2,8.0,3
0.08,0.17,96,16.78,0.0,takeoff,48.51,4780,689,57.2,8.0,3
0.02,0.0,96,8.02,0.0,climb,48.25,4780,690,57.2,8.0,3
0.36,1.21,96,76.51,0.0,takeoff,48.68,4780,691,57.2,8.0,3
0.12,0.5,96,27.38,0.0,climb,46.96,4780,692,57.2,8.0,3
0.12,0.5,96,23.57,0.0,takeoff,47.58,4780,693,57.2,8.0,3
0.42,1.12,96,10.62,0.0,climb,34.48,4780,694,57.2,8.0,3
0.14,0.0,96,-1.41,0.0,takeoff,25.61,4780,695,57.2,8.0,3
0.02,0.12,96,-0.47,0.0,climb,24.0,4780,696,57.2,8.0,3
0.06,0.0,96,-0.76,0.0,takeoff,24.04,4780,697,57.2,8.0,3
0.04,0.0,96,2.18,0.0,climb,21.24,4780,698,57.2,8.0,3
4.1,5.0,96,-99.54,0.0,takeoff,29.83,4780,699,57.2,8.0,3
0.0,0.0,96,5.56,0.0,climb,47.17,4780,700,57.2,8.0,3
0.02,0.0,96,9.94,0.0,takeoff,47.08,4780,701,57.2,8.0,3
0.06,0.0,96,15.87,0.0,climb,47.08,4780,702,57.2,8.0,3
0.18,0.68,96,38.48,0.0,takeoff,47.26,4780,703,57.2,8.0,3
0.54,2.0,96,31.52,0.0,climb,38.08,4780,704,57.2,8.0,3
0.18,0.5,96,-3.26,0.0,takeoff,24.62,4780,705,57.2,8.0,3
0.8,1.5,96,-240.02,0.0,climb,14.46,4780,706,57.2,8.0,3
2.0,4.5,96,177.04,0.0,takeoff,37.42,4780,707,57.2,8.0,3
0.0,0.0,96,2.36,0.0,climb,47.0,4780,708,57.2,8.0,3
0.18,0.5,96,34.68,0.0,takeoff,47.28,4780,709,57.2,8.0,3
1.1,3.0,96,40.11,0.0,climb,39.07,4780,710,57.2,8.0,3
0.74,1.5,96,-8.88,0.0,takeoff,24.89,4780,711,57.2,8.0,3
0.06,0.0,96,-2.4,0.0,climb,14.15,4780,712,57.2,8.0,3
0.18,0.5,96,-17.05,0.0,takeoff,0.01,4780,713,57.2,8.0,3
0.0,0.0,96,-215.02,0.0,climb,0.0,4780,714,57.2,8.0,3
2.14,4.0,96,156.88,0.0,takeoff,33.64,4780,715,57.2,8.0,3
0.0,0.0,96,2.32,0.0,climb,44.27,4780,716,57.2,8.0,3
0.0,0.0,96,2.41,0.0,takeoff,44.27,4780,717,57.2,8.0,3
0.02,0.0,96,5.78,0.0,climb,44.12,4780,718,57.2,8.0,3
0.0,0.0,96,3.07,0.0,takeoff,44.33,4780,719,57.2,8.0,3
0.52,1.5,96,51.02,0.0,climb,39.77,4780,720,57.2,8.0,3
0.16,0.0,96,-1.75,0.0,takeoff,17.7,4780,721,57.2,8.0,3
0.14,0.0,96,-177.21,0.0,climb,0.39,4780,722,57.2,8.0,3
2.32,4.5,96,130.16,0.0,takeoff,28.94,4780,723,57.2,8.0,3
0.0,0.0,96,5.13,0.0,climb,45.75,4780,724,57.2,8.0,3
0.02,0.0,96,8.68,0.0,takeoff,45.79,4780,725,57.2,8.0,3
0.04,0.5,96,6.13,0.0,climb,45.87,4780,726,57.2,8.0,3
0.28,1.0,96,48.27,0.0,takeoff,46.64,4780,727,57.2,8.0,3
0.08,0.0,96,0.59,0.0,climb,33.48,4780,728,57.2,8.0,3
0.06,0.29,96,-3.15,0.0,takeoff,24.91,4780,729,57.2,8.0,3
1.2,2.0,96,-220.23,0.0,climb,6.02,4780,730,57.2,8.0,3
2.44,6.0,96,226.34,0.0,takeoff,36.43,4780,731,57.2,8.0,3
0.98,3.0,96,-18.64,0.0,climb,20.46,4780,732,57.2,8.0,3
0.24,0.0,96,-11.57,0.0,takeoff,10.02,4780,733,57.2,8.0,3
0.0,0.0,96,-258.74,0.0,climb,0.0,4780,734,57.2,8.0,3
1.48,3.5,96,155.24,0.0,takeoff,35.06,4780,735,57.2,8.0,3
1.86,5.5,96,-55.58,0.0,climb,29.1,4780,736,57.2,8.0,3
0.62,0.0,96,-117.39,0.0,takeoff,0.0,4780,737,57.2,8.0,3
0.0,0.0,96,-8.04,0.0,landing,0.0,4780,738,57.2,8.0,3
6.28,1.0,96,1.12,0.0,takeoff,2.53,4780,739,57.2,9.0,3
8.64,4.0,94,110.59,0.0,takeoff,59.68,4862,740,64.4,1.75,2
1.46,5.0,94,224.85,67.07,climb,42.05,4862,741,64.4,1.75,2
3.02,5.5,94,-19.36,88.35,cruise,22.32,4862,742,64.4,1.75,2
2.32,1.0,94,-317.02,64.47,landing,0.16,4862,743,64.4,1.75,2
0.66,2.0,94,132.91,72.18,takeoff,56.38,4862,744,64.4,1.75,2
1.34,5.0,94,181.05,61.38,climb,41.74,4862,745,64.4,1.75,2
0.88,2.0,94,-3.74,87.05,cruise,20.1,4862,746,64.4,1.75,2
2.26,0.0,94,-310.54,59.15,landing,0.1,4862,747,64.4,1.75,2
0.6,2.0,94,129.78,60.82,takeoff,57.02,4862,748,64.4,1.75,2
1.04,4.0,94,179.99,70.48,climb,45.07,4862,749,64.4,1.75,2
1.52,3.5,94,-8.23,86.28,cruise,19.15,4862,750,64.4,1.75,2
2.24,0.5,94,-300.8,57.0,landing,0.21,4862,751,64.4,1.75,2
0.7,2.0,94,144.81,69.68,takeoff,55.95,4862,752,64.4,1.75,2
1.0,4.0,94,166.08,77.67,climb,43.56,4862,753,64.4,1.75,2
0.02,0.0,94,5.03,99.05,cruise,41.87,4862,754,64.4,1.75,2
0.1,1.0,94,12.54,95.9,climb,41.74,4862,755,64.4,1.75,2
1.22,2.0,94,-18.96,88.12,cruise,19.17,4862,756,64.4,1.75,2
2.1,1.0,94,-309.86,57.62,landing,0.23,4862,757,64.4,1.75,2
0.7,2.0,94,143.41,68.2,takeoff,55.6,4862,758,64.4,1.75,2
1.0,4.0,94,164.72,76.2,climb,45.55,4862,759,64.4,1.75,2
1.4,3.92,94,19.12,88.83,cruise,22.64,4862,760,64.4,1.75,2
2.3,0.0,94,-327.93,58.66,landing,0.29,4862,761,64.4,1.75,2
0.76,3.0,94,143.99,70.82,takeoff,53.05,4862,762,64.4,1.75,2
0.9,3.0,94,124.91,74.88,climb,37.79,4862,763,64.4,1.75,2
0.94,3.0,94,49.72,89.23,cruise,28.74,4862,764,64.4,1.75,2
0.2,0.96,94,-14.16,85.9,landing,14.05,4862,765,64.4,1.75,2
0.34,0.0,94,9.76,85.35,cruise,19.55,4862,766,64.4,1.75,2
2.68,1.0,94,-314.53,54.67,landing,0.18,4862,767,66.2,6.0,2
4.1,2.0,96,99.59,23.31,takeoff,62.1,4871,768,51.8,9.0,3
1.24,5.0,96,223.68,61.87,climb,40.47,4871,769,51.8,9.0,3
2.0,2.0,96,-145.23,83.43,cruise,8.45,4871,770,51.8,9.0,3
1.04,0.0,96,-176.33,49.61,landing,1.04,4871,771,51.8,9.0,3
